instance_id,class_id,size,distribution,capacity_level,seed,method,status,feasible,objective_value,runtime_seconds,open_sites,iterations,initial_objective,error
xlarge_uniform_loose_005,xlarge_uniform_loose,xlarge,uniform,loose,202747205,greedy,success,True,3.6089142547413133,0.6573970000026748,s104;s111;s114;s118;s127;s18;s3;s30;s43;s45;s53;s70;s78;s84;s87,,,
xlarge_uniform_loose_005,xlarge_uniform_loose,xlarge,uniform,loose,202747205,local_search,success,True,3.6089142547413133,1.3161230999976397,s104;s111;s114;s118;s127;s18;s3;s30;s43;s45;s53;s70;s78;s84;s87,0,3.6089142547413133,
xlarge_clustered_tight_001,xlarge_clustered_tight,xlarge,clustered,tight,202757201,greedy,error,False,,0.6025435000046855,,,,ValueError: La greedy non riesce a costruire un assegnamento capacitato ammissibile.
xlarge_clustered_tight_001,xlarge_clustered_tight,xlarge,clustered,tight,202757201,local_search,error,False,,2.710938400006853,,,,ValueError: Impossibile riparare l'insieme iniziale di siti selezionato dalla greedy.
xlarge_clustered_tight_002,xlarge_clustered_tight,xlarge,clustered,tight,202757202,greedy,success,True,20.496624362077295,0.6777383999869926,s109;s111;s116;s119;s17;s19;s20;s22;s30;s52;s61;s73;s78;s82;s87,,,
xlarge_clustered_tight_002,xlarge_clustered_tight,xlarge,clustered,tight,202757202,local_search,success,True,20.496624362077295,1.3212053999886848,s109;s111;s116;s119;s17;s19;s20;s22;s30;s52;s61;s73;s78;s82;s87,0,20.496624362077295,
xlarge_clustered_tight_003,xlarge_clustered_tight,xlarge,clustered,tight,202757203,greedy,success,True,28.880314672702756,0.6568332999886479,s108;s12;s126;s141;s147;s18;s26;s3;s39;s57;s59;s61;s77;s87;s95,,,
xlarge_clustered_tight_003,xlarge_clustered_tight,xlarge,clustered,tight,202757203,local_search,success,True,28.880314672702756,1.3144911999988835,s108;s12;s126;s141;s147;s18;s26;s3;s39;s57;s59;s61;s77;s87;s95,0,28.880314672702756,
xlarge_clustered_tight_004,xlarge_clustered_tight,xlarge,clustered,tight,202757204,greedy,success,True,19.965414860976768,0.6628829999972368,s1;s101;s113;s115;s118;s134;s139;s144;s145;s147;s3;s7;s74;s89;s94,,,
xlarge_clustered_tight_004,xlarge_clustered_tight,xlarge,clustered,tight,202757204,local_search,success,True,19.965414860976768,1.3059156999952393,s1;s101;s113;s115;s118;s134;s139;s144;s145;s147;s3;s7;s74;s89;s94,0,19.965414860976768,
xlarge_clustered_tight_005,xlarge_clustered_tight,xlarge,clustered,tight,202757205,greedy,error,False,,0.6058623999997508,,,,ValueError: La greedy non riesce a costruire un assegnamento capacitato ammissibile.
xlarge_clustered_tight_005,xlarge_clustered_tight,xlarge,clustered,tight,202757205,local_search,error,False,,2.5748069000110263,,,,ValueError: Impossibile riparare l'insieme iniziale di siti selezionato dalla greedy.
xlarge_clustered_medium_001,xlarge_clustered_medium,xlarge,clustered,medium,202767201,greedy,success,True,25.46602995813642,0.6551686000020709,s138;s144;s15;s150;s4;s43;s52;s53;s58;s64;s65;s75;s90;s91;s93,,,
xlarge_clustered_medium_001,xlarge_clustered_medium,xlarge,clustered,medium,202767201,local_search,success,True,25.46602995813642,1.3103157000005012,s138;s144;s15;s150;s4;s43;s52;s53;s58;s64;s65;s75;s90;s91;s93,0,25.46602995813642,
xlarge_clustered_medium_002,xlarge_clustered_medium,xlarge,clustered,medium,202767202,greedy,success,True,31.425075655143885,0.6499285000027157,s12;s129;s14;s150;s16;s2;s26;s33;s39;s53;s75;s78;s81;s84;s87,,,
xlarge_clustered_medium_002,xlarge_clustered_medium,xlarge,clustered,medium,202767202,local_search,success,True,31.425075655143885,1.3179143000015756,s12;s129;s14;s150;s16;s2;s26;s33;s39;s53;s75;s78;s81;s84;s87,0,31.425075655143885,
xlarge_clustered_medium_003,xlarge_clustered_medium,xlarge,clustered,medium,202767203,greedy,success,True,40.98113352629664,0.6573930000013206,s102;s110;s112;s129;s136;s140;s21;s26;s35;s44;s45;s58;s7;s81;s83,,,
xlarge_clustered_medium_003,xlarge_clustered_medium,xlarge,clustered,medium,202767203,local_search,success,True,40.98113352629664,1.3131617000035476,s102;s110;s112;s129;s136;s140;s21;s26;s35;s44;s45;s58;s7;s81;s83,0,40.98113352629664,
xlarge_clustered_medium_004,xlarge_clustered_medium,xlarge,clustered,medium,202767204,greedy,success,True,26.318354725734217,0.6605296000052476,s10;s100;s116;s120;s130;s148;s26;s43;s47;s49;s57;s6;s69;s73;s9,,,
xlarge_clustered_medium_004,xlarge_clustered_medium,xlarge,clustered,medium,202767204,local_search,success,True,26.318354725734217,1.3072875999932876,s10;s100;s116;s120;s130;s148;s26;s43;s47;s49;s57;s6;s69;s73;s9,0,26.318354725734217,
xlarge_clustered_medium_005,xlarge_clustered_medium,xlarge,clustered,medium,202767205,greedy,success,True,41.650290303443306,0.6581107999954838,s114;s118;s120;s15;s21;s25;s36;s37;s48;s65;s7;s85;s95;s96;s98,,,
xlarge_clustered_medium_005,xlarge_clustered_medium,xlarge,clustered,medium,202767205,local_search,success,True,41.650290303443306,1.3196452999982284,s114;s118;s120;s15;s21;s25;s36;s37;s48;s65;s7;s85;s95;s96;s98,0,41.650290303443306,
xlarge_clustered_loose_001,xlarge_clustered_loose,xlarge,clustered,loose,202777201,greedy,success,True,26.740749815026252,0.6810482000000775,s103;s105;s107;s11;s113;s142;s24;s29;s30;s37;s38;s43;s58;s79;s93,,,
xlarge_clustered_loose_001,xlarge_clustered_loose,xlarge,clustered,loose,202777201,local_search,success,True,26.740749815026252,1.4205839000060223,s103;s105;s107;s11;s113;s142;s24;s29;s30;s37;s38;s43;s58;s79;s93,0,26.740749815026252,
xlarge_clustered_loose_002,xlarge_clustered_loose,xlarge,clustered,loose,202777202,greedy,success,True,28.54663070239318,0.7147332000022288,s116;s135;s141;s143;s29;s35;s49;s58;s6;s66;s7;s76;s79;s91;s94,,,
xlarge_clustered_loose_002,xlarge_clustered_loose,xlarge,clustered,loose,202777202,local_search,success,True,28.54663070239318,1.3110210000013467,s116;s135;s141;s143;s29;s35;s49;s58;s6;s66;s7;s76;s79;s91;s94,0,28.54663070239318,
xlarge_clustered_loose_003,xlarge_clustered_loose,xlarge,clustered,loose,202777203,greedy,success,True,46.97585769678855,0.6544662999949651,s106;s11;s112;s114;s118;s126;s130;s147;s2;s21;s30;s33;s57;s64;s96,,,
xlarge_clustered_loose_003,xlarge_clustered_loose,xlarge,clustered,loose,202777203,local_search,success,True,46.97585769678855,1.3087116999959107,s106;s11;s112;s114;s118;s126;s130;s147;s2;s21;s30;s33;s57;s64;s96,0,46.97585769678855,
xlarge_clustered_loose_004,xlarge_clustered_loose,xlarge,clustered,loose,202777204,greedy,success,True,38.88352126207982,0.6623580000014044,s101;s107;s113;s122;s124;s125;s29;s37;s39;s45;s47;s48;s49;s64;s87,,,
xlarge_clustered_loose_004,xlarge_clustered_loose,xlarge,clustered,loose,202777204,local_search,success,True,38.88352126207982,1.329002300000866,s101;s107;s113;s122;s124;s125;s29;s37;s39;s45;s47;s48;s49;s64;s87,0,38.88352126207982,
xlarge_clustered_loose_005,xlarge_clustered_loose,xlarge,clustered,loose,202777205,greedy,success,True,25.940682215535116,0.650640799998655,s117;s122;s124;s136;s16;s18;s21;s23;s24;s30;s45;s66;s76;s77;s9,,,
xlarge_clustered_loose_005,xlarge_clustered_loose,xlarge,clustered,loose,202777205,local_search,success,True,25.940682215535116,1.2961350999976275,s117;s122;s124;s136;s16;s18;s21;s23;s24;s30;s45;s66;s76;s77;s9,0,25.940682215535116,
