instance_id,size,distribution,capacity_level,runs,feasible_runs,upper_bound_certified_runs,h2_best,h2_average,h2_worst,h2_runtime_mean_seconds,h2_runtime_sum_seconds,h2_time_to_best_mean_seconds,has_incumbent,optimality_certified,compact_incumbent,best_bound,relative_mip_gap,compact_runtime_seconds,compact_solver_seconds,termination_reason,known_optimum,best_gap_percent,average_gap_percent,worst_gap_percent,h2_vs_compact_incumbent_percent,compact_bound_gap_from_h2_percent
xlarge_uniform_tight_004,xlarge,uniform,tight,5,5,0,3.646104256560839,3.5778885515639716,3.5324114148993933,15.094884799999999,75.474424,5.322070260005421,True,False,0.9779470883631872,4.83170941979806,3.940665479034254,61.3917541999981,61.016000000000005,time_limit,False,,,,272.83246710856395,32.51703955266311
