method,size,instances,feasible_instances,known_optimum_instances,optimal_instances,gap_mean_percent,gap_median_percent,gap_max_percent,runtime_mean_seconds,runtime_max_seconds
greedy,large,30,27,30,26,1.36234850836753,0.0,36.783409725923306,0.09697723333374593,0.1030979999923147
greedy,medium,30,29,30,26,1.629659599660061,0.0,18.708261786169093,0.007063069998791093,0.0076841999980388
greedy,xlarge,30,24,29,23,0.07024188540160617,0.0,1.685805249638548,0.649008323334662,0.7147332000022288
local_search,large,30,27,30,26,1.36234850836753,0.0,36.783409725923306,0.3153899899989483,1.4437997999921208
local_search,medium,30,29,30,26,1.629659599660061,0.0,18.708261786169093,0.03747091666688594,0.7115567000000738
local_search,xlarge,30,24,29,23,0.07024188540160617,0.0,1.685805249638548,1.6024547466663839,2.8887763999955496
