size,instances,instances_with_feasible_h2,known_optimum_instances,optimal_best_of_five,best_gap_mean_percent,best_gap_median_percent,best_gap_max_percent,average_gap_mean_percent,worst_gap_max_percent,h2_runtime_mean_per_run_seconds,h2_runtime_mean_five_runs_seconds
large,30,30,30,29,0.07802587018315903,0.0,2.3407761054947707,0.07802587018315903,2.3407761054947707,1.3482809746662194,6.7414048733310965
medium,30,30,30,29,0.44616456079490663,0.0,13.384936823847198,0.44616456079490663,13.384936823847198,0.0989546373340029,0.4947731866700146
xlarge,30,30,29,27,0.1420033998918585,0.0,3.0430710689238203,0.3746052339492877,11.351367623740126,5.60118338333307,28.00591691666535
