size,runs,feasible_runs,known_optimum_runs,optimal_runs,upper_bound_certified_runs,gap_mean_percent,gap_median_percent,gap_max_percent,runtime_mean_seconds,runtime_max_seconds,time_to_best_mean_seconds
large,150,150,150,145,115,0.07802587018315901,0.0,2.3407761054947707,1.3482809746662194,11.168942200005404,0.48670132866643445
medium,150,150,150,145,115,0.44616456079490663,0.0,13.384936823847198,0.0989546373340029,2.389246500009904,0.06697204400203186
xlarge,150,149,145,134,110,0.3180815768435641,0.0,11.351367623740126,5.60118338333307,20.00069980000262,3.372001420805444
